id,community,street,average_price,build_time,floor,room_shape,latitude,longitude,distance,school_num,bus_num,shop_num,hospital_num,work_num,subway_num
2088,新安南里,宣武-白纸坊 白纸坊西街往南走150米,83333,1985,共5层,3室1厅,39.886997,116.367883,4380.4,40,20,3,22,15,0
2089,旭辉26街区,顺义-顺义城 顺义区15号线南法信地铁站,33333,2005,中层(共10层),2室1厅,40.126955,116.607481,29252.3,1,11,0,2,6,0
2090,广渠家园,崇文-广渠门内 崇文广渠门外南街危改小区B地块,90410,2009,中层(共28层),2室2厅,39.899646,116.444317,3839.4,42,10,3,40,44,1
2091,国瑞城,崇文-崇文门 崇文门外大街与西花市大街交汇处,85483,2012,高层(共16层),1室1厅,39.907086,116.428209,2244.5,40,21,12,48,50,2
2092,武夷花园（荔景园）,通州-武夷花园 紫运西里,47402,2000,低层(共12层),2室1厅,39.91724,116.710586,26148.3,7,12,0,5,1,0
2094,时代紫芳,丰台-左安门 左安门桥（二环）与方庄桥（三环）之间,58333,2002,高层(共25层),2室1厅,39.876466,116.437941,5171.4,20,16,3,27,20,1
2095,金地朗悦,房山-良乡 房山线大学城北站旁500米,35955,2011,中层(共9层),3室1厅,39.741621,116.159602,28411.9,16,10,2,25,0,0
2096,亿城燕西华府,丰台-云岗 王佐镇青龙湖公园东500米,56410,2016,共1层,3室2厅,39.8024,116.100011,28810.2,0,2,0,0,0,0
2101,嘉园一里,丰台-马家堡 马家堡西路‎,49056,2000,低层(共20层),1室1厅,39.867317,116.389571,5443.1,24,12,1,15,15,1
2102,苹果社区,朝阳-双井 百子湾路32号院,75238,2000,低层(共26层),3室1厅,39.90572,116.475699,6201.8,26,20,7,26,49,1
2104,西引力,石景山-八角 石景山区八角游乐园地铁南400米,45774,2005,低层(共16层),2室1厅,39.91896,116.205016,16975.8,48,21,3,25,23,1
2105,嘉铭桐城,朝阳-亚运村 北苑路86号,77536,2002,中层(共28层),3室1厅,40.008305,116.428587,10584.5,16,15,4,28,40,0
2106,今典花园,海淀-小西天 文慧园北路9号,86970,2004,高层(共25层),3室2厅,39.959162,116.367687,5805.1,47,16,2,39,36,0
2084,天赐良园,通州-北关 西富河园6号,38009,2004,共5层,3室2厅,39.931934,116.646062,20727.7,27,12,0,4,2,1
2093,万润家园,昌平-回龙观 西三旗环岛向北800米路东,50505,2004,高层(共12层),2室1厅,40.08243,116.338644,19431.9,23,28,14,35,12,1
2085,保利茉莉公馆,大兴-黄村 兴华大街19,48218,2010,低层(共24层),2室2厅,39.740729,116.338476,20169.7,33,20,4,46,6,1
2110,首创公园城,顺义-顺义城 板桥西口昌金路与白良路交叉口,35164,2015,中层(共21层),4室2厅,40.216549,116.519217,34934.8,0,3,0,0,0,0
2111,西翠路12号院,海淀-公主坟 西翠路12号,92063,1991,高层(共18层),2室1厅,39.91485,116.290044,9718.9,11,8,5,21,15,0
2113,梅园小区（大兴）,大兴-亦庄 万源街4号,49358,1996,共4层,2室1厅,39.80951,116.510532,14841.5,8,24,2,12,29,1
2115,怡海花园富泽园,丰台-科技园区 南四环西路129号,56965,1998,中层(共6层),2室2厅,39.84011,116.310918,11508.1,17,9,1,7,12,1
2116,天时名苑,通州-通州北苑 杨庄路,46632,2010,高层(共20层),4室2厅,39.906889,116.64687,20734.3,38,19,6,15,16,1
2118,海润国际,朝阳-酒仙桥 朝阳区将台路乙2号院,58699,2003,低层(共17层),2室2厅,39.982281,116.489637,10452.8,42,15,3,39,42,1
2119,天资璟庭,房山-长阳 昊天北大街38号,29914,2016,高层(共16层),3室2厅,39.774843,116.176212,24921.3,4,6,3,9,12,0
2120,芍药居北里,朝阳-芍药居 芍药居北里,72370,2008,中层(共28层),2室1厅,39.984463,116.441657,8364.4,49,9,2,44,14,1
2121,花家地西里一区,朝阳-花家地 花家地西里一区,57534,1997,低层(共18层),2室1厅,39.994851,116.470223,10521.3,31,18,2,29,42,1
2122,马甸南村,西城-德胜门 德胜门外大街,117543,1988,低层(共6层),2室1厅,39.957107,116.387652,4885.1,33,15,1,30,35,1
2123,远洋万和城,"朝阳-亚运村小营 北四环东路73号,地望和桥西北角",94993,2009,高层(共21层),2室1厅,39.998513,116.440088,9782.4,47,13,2,10,35,0
2124,芍药居北里,朝阳-芍药居 芍药居北里,72207,1998,中层(共24层),2室1厅,39.984463,116.441657,8364.4,49,9,2,44,14,1
2126,展春园,"海淀-五道口 五道口地铁东南500米,地质大学南门,北四环边上,北京航空航天学院北门正对面.",70833,1986,高层(共6层),2室1厅,39.997686,116.350207,10274.1,48,17,3,24,45,1
2127,恩济里小区,海淀-定慧寺 航天桥西定慧寺路口北200米,65591,1999,中层(共6层),2室1厅,39.93014,116.313547,7895.1,47,18,0,27,34,0
2128,九龙花园,朝阳-双井 广渠路29号,59382,2003,低层(共23层),1室1厅,39.899304,116.476008,6385.2,28,18,8,37,50,2
2129,尚峯壹號,顺义-空港工业区 昌金路与京承高速交汇处,38504,2016,中层(共22层),2室2厅,40.072582,116.573137,22685.5,6,10,0,10,10,0
2130,首开智慧社,昌平-回龙观 地铁13号线回龙观站北侧,43829,2011,高层(共17层),2室2厅,40.08243,116.338644,19431.9,23,28,14,35,12,1
2108,西便门东里,西城-西便门 西便门外大街西便门东里,85714,1983,高层(共6层),2室1厅,39.905464,116.360061,3894.8,38,13,1,22,38,0
2109,山水文园三期,朝阳-华威桥 东三环十里河弘燕路,74944,2008,中层(共12层),3室2厅,39.875618,116.450961,5935.2,27,12,0,27,15,1
2134,瑞丽江畔丽水园,丰台-马家堡 马家堡西路30号,62134,2005,高层(共10层),3室2厅,39.849247,116.380588,7579.4,27,10,3,28,7,2
2135,红玺台,朝阳-太阳宫 东北三环太阳宫桥向北800米(京承高速辅路东侧),119047,2011,高层(共25层),3室2厅,39.975129,116.440985,7392.2,49,13,7,46,24,1
2136,芍药居北里,朝阳-芍药居 芍药居北里,66315,2004,中层(共24层),2室1厅,39.984463,116.441657,8364.4,49,9,2,44,14,1
2138,名流花园,昌平-北七家 亚运村正北12公里,39877,1998,低层(共6层),2室1厅,40.133741,116.440399,24519.6,3,4,1,4,0,0
2139,紫竹花园,海淀-紫竹桥 紫竹院路88号,58035,2001,中层(共29层),4室2厅,39.950236,116.310228,8903.8,44,18,0,25,25,0
2140,万泉新新家园,海淀-万柳 巴沟南路35号,111647,2003,中层(共6层),3室2厅,39.977553,116.30541,10909.4,44,16,1,50,49,2
2141,北京方糖,顺义-后沙峪 顺义裕民大街万科城市花园东侧,37735,2013,低层(共8层),1室2厅,40.111767,116.551449,25226.9,12,21,4,7,4,0
2142,天资璟庭,房山-长阳 昊天北大街38号,31196,2013,中层(共16层),3室2厅,39.774843,116.176212,24921.3,4,6,3,9,12,0
2143,紫御华府,朝阳-奥林匹克公园 朝阳奥林匹克森林公园北,88724,2014,高层(共6层),5室3厅,40.00121,116.399127,9595.1,8,8,7,2,16,1
2145,铁二区,西城-月坛 二七剧场路,89399,1990,低层(共18层),2室1厅,39.92187,116.35472,4271.6,20,12,6,49,38,0
2147,新街口西里三区,西城-新街口 西城新街口北大街,84269,2004,高层(共6层),2室2厅,39.951552,116.376298,4700.9,24,16,4,41,36,2
2148,双兴北区,"顺义-顺义城 顺安南路以西,紧邻减河南岸",31159,1995,中层(共6层),1室1厅,40.173907,116.664791,36354.4,6,11,0,0,1,0
2150,亚奥金茂悦,朝阳-北苑 北五环红军营南路,79617,2013,高层(共10层),3室2厅,40.031338,116.426225,13074.1,19,7,2,22,16,1
2151,媒体村天畅园,朝阳-媒体村 北苑路,52830,2008,高层(共32层),2室2厅,40.044095,116.420355,14422.2,12,10,9,19,34,1
2152,时代绿荫,丰台-左安门 左安门桥环岛,63176,2006,低层(共28层),2室1厅,39.876466,116.437941,5171.4,20,16,3,27,20,1
2153,三环新城,丰台-玉泉营 丰桥路7号,50077,2007,中层(共22层),2室1厅,39.856822,116.3133,10086.5,17,10,0,8,7,1
2154,幸福二村,东城-东直门 东直门外大街，工体北门对面春秀路,70619,1999,中层(共6层),2室1厅,39.937162,116.44965,4607.1,22,10,9,47,48,0
2132,广阳郡九号,房山-长阳 长虹东路与清苑南街交叉口,38848,2016,中层(共10层),3室2厅,39.7292,116.201605,26937.0,0,0,0,1,0,0
2133,华远裘马四季,门头沟-大峪 门头沟路与增产路交汇处,57894,2013,中层(共15层),4室2厅,39.942104,116.109708,25274.4,20,10,6,22,5,0
2158,海云轩,西城-西直门 海淀区联慧路99号,64493,2000,低层(共22层),2室1厅,39.953907,116.365573,5426.9,27,10,2,26,47,0
2159,广阳郡九号,房山-长阳 长虹东路与清苑南街交叉口,43884,2015,中层(共7层),3室2厅,39.7292,116.201605,26937.0,0,0,0,1,0,0
2160,龙腾苑六区,昌平-回龙观 回龙观饭店东700米,37438,2003,高层(共6层),2室1厅,40.08243,116.338644,19431.9,23,28,14,35,12,1
2161,悠唐麒麟公馆,朝阳-朝阳门外 朝阳门外交部东50米,85820,2010,低层(共24层),2室2厅,39.92952,116.443596,3742.8,23,8,16,49,48,1
2163,泰和宜园,顺义-马坡 顺义新城马坡白马路北1500米,29838,2005,高层(共11层),1室1厅,40.19059,116.657661,37486.0,4,16,1,1,0,0
2165,定慧东里,海淀-定慧寺 航天桥西定慧东里,65762,1998,共5层,2室1厅,39.927255,116.294128,9468.3,20,12,1,23,24,0
2166,新康园,海淀-西三旗 西三旗环岛向东1.5公里,55890,2003,高层(共33层),2室1厅,40.067226,116.368079,17201.1,14,7,2,7,5,0
2168,旭辉26街区,顺义-顺义城 顺义区15号线南法信地铁站,28125,2016,中层(共9层),1室1厅,40.126955,116.607481,29252.3,1,11,0,2,6,0
2171,北街家园五区,昌平-沙河 昌平区高教园区一期B1区,40449,2010,高层(共18层),2室2厅,40.221724,116.216456,37655.2,16,6,0,10,2,0
2172,沿海赛洛城,朝阳-百子湾 朝阳区百子湾东里沿海赛洛城202-7底商,51506,2007,高层(共24层),2室2厅,39.90449,116.50977,9096.8,32,12,4,14,37,1
2173,京通苑,朝阳-管庄 朝阳管庄杨闸环岛西北角,39971,2000,中层(共18层),2室1厅,39.91827,116.605156,17159.3,12,8,7,13,11,1
2175,茂华璟公馆,"石景山-杨庄 长安街北侧,西五环外侧,阜石路和杨庄东路交叉口.石景山游乐园西北角",70133,2007,共5层,5室2厅,39.929159,116.201426,17346.6,49,19,0,17,23,0
2176,黄寺大街24号院,西城-德胜门 黄寺大街24号,101666,1995,高层(共6层),2室1厅,39.96838,116.392383,6017.6,16,15,1,30,47,2
2177,望园东里,丰台-七里庄 丰台北路125号,50000,2005,高层(共24层),1室1厅,39.872521,116.294327,10481.2,27,15,1,28,30,1
2178,太阳公元,朝阳-太阳宫 太阳宫北街,121363,2009,中层(共22层),4室2厅,39.978136,116.451256,8094.1,22,13,7,14,21,2
2156,城市广场,朝阳-十里堡 十里堡甲3号,42320,1995,中层(共26层),3室2厅,39.921608,116.508854,8972.3,32,5,3,31,40,1
2157,中海雅园,海淀-紫竹桥 北洼西里22号,68750,1999,高层(共19层),3室2厅,39.943538,116.308267,8758.1,45,20,1,21,30,1
2182,望馨花园,朝阳-望京 利泽西街,65842,2003,低层(共28层),2室1厅,40.003081,116.486588,12061.3,23,15,6,30,49,1
2184,华澳中心,海淀-紫竹桥 北京市海淀区紫竹院路31号,60185,2002,高层(共28层),3室2厅,39.950069,116.312954,8687.3,44,12,0,19,29,0
2185,富力城十号,朝阳-双井 广渠路10号,111111,2012,高层(共21层),4室2厅,39.89866,116.485435,7179.8,25,7,4,26,37,1
2186,主场浩运园,朝阳-亚运村 亚运村大屯路220号(阳光广场东500米),72393,2007,低层(共24层),2室1厅,40.008129,116.427783,10552.0,19,13,4,31,47,1
2187,四方景园一区,丰台-成寿寺 四方景园一区,45714,2002,中层(共24层),2室1厅,39.863093,116.449848,6972.4,22,11,3,15,30,0
2188,翠微2号院,海淀-公主坟 翠微路2号,100000,1983,共5层,2室1厅,39.916421,116.308301,8163.2,33,17,12,34,37,2
2189,欧陆经典,朝阳-亚运村 亚运村北苑路172号,64621,2000,低层(共20层),2室2厅,40.001816,116.424274,9806.9,45,12,6,40,48,0
2191,双榆树北路,海淀-双榆树 双榆树北路,75000,2000,中层(共6层),1室1厅,39.981712,116.331524,9653.9,48,12,5,26,46,2
2192,卡法国际,顺义-顺义城 通顺路与林河南大街交叉口路东南角,23207,2016,中层(共8层),2室1厅,40.092614,116.667281,29882.0,1,7,0,1,0,0
2193,铭科苑,海淀-西二旗 安宁庄西路29号,53157,2000,低层(共18层),2室1厅,40.057881,116.321653,17367.7,11,10,1,7,9,0
2194,天赐良园,通州-北关 西富河园6号,40098,2004,中层(共6层),3室2厅,39.931934,116.646062,20727.7,27,12,0,4,2,1
2195,尚峯壹號,顺义-空港工业区 昌金路与京承高速交汇处,37912,2012,中层(共19层),4室2厅,40.072582,116.573137,22685.5,6,10,0,10,10,0
2196,豆瓣胡同,东城-朝阳门内 东城区豆瓣胡同,116633,2003,低层(共21层),1室1厅,39.930319,116.438461,3396.7,29,9,9,49,47,1
2197,弘善家园,朝阳-潘家园 东三环华威桥西,49461,2010,低层(共26层),2室1厅,39.883678,116.457223,5722.2,33,16,2,42,15,0
2198,北辰·香麓,海淀-海淀北部 山后新区温泉镇,49145,2008,共3层,4室2厅,40.054946,116.187175,24154.0,8,5,0,2,2,0
2199,国风上观,朝阳-望京 望京新城A1区,82969,2011,高层(共27层),4室2厅,39.998016,116.491637,11874.6,16,16,15,22,46,0
2201,皂君东里,海淀-皂君庙 学院南路49号,79411,1981,高层(共6层),3室1厅,39.963793,116.344654,7418.6,43,9,4,23,43,0
2180,望兴居,朝阳-望京 望京工业区候庄,57343,2000,高层(共7层),2室2厅,40.003081,116.486588,12061.3,23,15,6,30,49,1
2181,上东三角洲,朝阳-酒仙桥 朝阳酒仙桥驼房营路将府家园北里,48212,2004,中层(共20层),3室2厅,39.976907,116.509936,11355.2,8,7,0,12,16,0
2206,首城国际中心,朝阳-双井 广渠路双井桥向东约600米,93103,2010,低层(共28层),2室2厅,39.904957,116.45556,4537.3,30,8,1,22,49,1
2207,芳古园一区,丰台-方庄 芳群路,59760,1994,低层(共25层),3室1厅,39.865144,116.438453,6274.8,32,18,3,34,50,1
2209,和乔丽晶一期,朝阳-酒仙桥 将台路2号,69444,2000,低层(共22层),3室2厅,39.980498,116.492081,10460.4,31,16,4,37,40,1
2210,北京苏活,顺义-空港工业区 顺义机场东路T3机场东,26666,2015,低层(共6层),2室2厅,40.072582,116.573137,22685.5,6,10,0,10,10,0
2211,金世纪嘉园,崇文-东花市 忠实里四巷,70180,2004,低层(共21层),1室1厅,39.901876,116.442071,3560.1,34,12,3,37,34,1
2212,CAGO寓所(泰中花园二期),大兴-黄村 广茂大街5号‎,29725,2012,低层(共21层),1室1厅,39.767045,116.354033,16996.0,10,22,2,8,19,0
2214,银河湾一期,朝阳-酒仙桥 丽都东北侧300米（大山子环岛万红西街）,67264,2011,低层(共19层),3室2厅,39.978547,116.488189,10071.6,28,17,4,33,18,1
2216,徜徉集,"房山-长阳 长阳镇京良路南侧,京良环岛东行约3公里",41696,2014,高层(共18层),3室2厅,39.778676,116.177536,24567.5,3,7,2,6,10,0
2217,夏威夷北岸,周边-燕郊 燕顺路以西,23629,2007,中层(共32层),3室2厅,39.835826,116.405641,8804.9,3,6,0,1,4,0
2219,龙腾苑四区,昌平-回龙观 回龙观13号城铁回龙观站东北角,37007,2003,低层(共6层),3室2厅,40.079436,116.348895,18877.4,33,26,12,25,13,1
2220,华威西里,朝阳-潘家园 东三环潘家园东路与华威路交界西南,50955,1993,低层(共18层),1室1厅,39.883678,116.457196,5720.4,33,16,2,42,15,0
2221,西山洋房,海淀-玉泉路 阜石路甲69号,37142,2008,共4层,2室1厅,39.933004,116.23492,14556.6,8,8,1,7,1,0
2222,东一时区,朝阳-双桥 八里桥南1号,39324,2006,低层(共24层),2室1厅,39.918773,116.643766,20452.5,23,16,4,13,9,0
2223,爱这城,朝阳-十里堡 朝阳路,63793,2008,中层(共18层),2室2厅,39.924973,116.50541,8719.0,34,13,4,39,37,1
2225,新华联运河湾,通州-新华联 潞通大街198号院,54000,2012,高层(共24层),1室1厅,39.910744,116.70381,25574.8,8,7,0,4,2,0
2226,硅谷先锋,海淀-西三旗 西三旗环岛东侧,50000,2002,高层(共6层),2室1厅,40.044696,116.349859,15141.4,38,10,3,22,11,0
2204,恩济里小区,海淀-定慧寺 航天桥西定慧寺路口北200米,79310,1995,高层(共6层),1室1厅,39.93014,116.313547,7895.1,47,18,0,27,34,0
2205,国风上观,朝阳-望京 望京新城A1区,73087,2010,中层(共27层),4室2厅,39.998016,116.491637,11874.6,16,16,15,22,46,0
2231,鲁能钓鱼台美高梅,丰台-刘家窑 石榴庄路与榴乡路交汇处,82916,2000,中层(共18层),2室2厅,39.852106,116.428346,7295.5,23,15,6,13,11,2
2232,远洋自然,丰台-马家堡 洋桥马家堡东路108号院,54873,2006,高层(共11层),3室1厅,39.848013,116.397663,7468.2,18,9,2,9,15,2
2233,安宁佳园,海淀-西三旗 西三旗环岛西南角，桥西200米,65373,2007,低层(共18层),2室1厅,40.067226,116.368106,17200.7,14,7,2,7,5,0
2234,丽都水岸,朝阳-酒仙桥 芳园南里9号院,62500,2005,中层(共20层),3室2厅,39.974911,116.491039,9971.7,31,14,4,38,15,1
2235,华纺易城,朝阳-朝青 朝阳区青年路西里29号院,61956,2010,低层(共18层),2室2厅,39.934776,116.521982,10298.3,29,9,5,22,19,1
2236,万城华府,海淀-万柳 昆玉河畔，万柳高尔夫俱乐部南侧,152573,2004,共5层,4室3厅,40.003811,116.264051,15485.4,5,1,0,5,0,0
2237,华瀚国际,朝阳-广渠路 南磨房东四环窑洼湖公园旁（劲松桥往东）,64566,2011,中层(共21层),4室2厅,39.874943,116.471417,7274.5,21,17,3,19,38,2
2238,鲁能7号院润园,顺义- 顺安路七号院,34523,2000,中层(共7层),3室2厅,40.188915,116.657019,37302.5,5,11,1,8,0,0
2241,北京华贸城,朝阳-北苑 清苑路,78125,2010,中层(共27层),2室2厅,40.031338,116.426225,13074.1,19,7,2,22,16,1
2244,首城双景,朝阳-双井 广渠路36号（双井桥东600米）,55369,2013,中层(共16层),2室2厅,39.89842,116.474887,6321.2,29,15,8,42,49,1
2245,媒体村天畅园,朝阳-媒体村 北苑路,52830,2008,高层(共32层),2室2厅,40.044095,116.420355,14422.2,12,10,9,19,34,1
2247,大河庄苑,海淀-中关村 苏州街3号,114864,2005,低层(共18层),3室1厅,39.988054,116.311906,11296.5,46,12,5,23,48,1
2249,本家润园,崇文-崇文门 东花市东街,82608,2005,低层(共18层),1室1厅,39.903433,116.442026,3489.1,33,13,2,38,40,1
2250,仓上小区,顺义-顺义城 北京市顺义区仓上街,35807,2003,中层(共6层),2室1厅,40.118206,116.659691,31379.7,4,13,3,10,7,0
2243,潮白河孔雀城,周边-燕郊 潮白河畔东岸，距国贸30公里,27272,2012,共3层,5室2厅,39.858711,116.859046,39326.3,0,0,0,0,0,0
2229,月季园（海淀）,海淀-北太平庄 马甸西路,64144,1997,低层(共20层),3室2厅,39.980083,116.37697,7594.9,31,9,2,43,49,1
2230,东升园,海淀-五道口 五道口东升园公寓,86021,2000,高层(共20层),3室2厅,39.994833,116.343317,10274.0,49,17,4,32,48,1
2254,胜古北里,朝阳-安贞 健安东路和樱花园西街交叉口往西南方向500米附近,62299,1979,共5层,3室,39.978381,116.424021,7251.4,50,14,2,48,46,2
2255,西山国际城,海淀-田村 海淀区阜石路甲69号院,23823,2011,高层(共6层),1室1厅,39.934194,116.237075,14393.5,8,11,1,7,2,0
2256,富力城B区,朝阳-双井 广渠门外大街1号院,87978,2005,低层(共16层),3室1厅,39.90413,116.462258,5113.9,28,13,6,26,49,2
2257,千鹤家园,朝阳-亚运村小营 北四环东路108号,72155,2002,中层(共25层),3室1厅,39.99454,116.427163,9062.1,47,18,4,25,49,1
2258,林肯公园二期,大兴-亦庄 北京经济技术开发区荣华北路,40000,2012,中层(共22层),2室2厅,39.801258,116.512747,15688.2,8,20,1,11,28,1
2259,丽都壹号,朝阳-酒仙桥 朝阳区将台路与驼房营路交叉口向北150米,63106,2011,高层(共20层),2室2厅,39.979062,116.509515,11473.8,9,7,0,6,19,0
2260,昌盛园一区,昌平-昌平县城 南环东路,31815,2008,低层(共6层),2室1厅,40.221724,116.216456,37655.2,16,6,0,10,2,0
2261,珠江·壹千栋,"昌平-北七家 北七家,立汤路定泗路口向西两公里",27093,2008,共3层,4室3厅,40.133741,116.440399,24519.6,3,4,1,4,0,0
2262,星岛嘉园三期,大兴-亦庄 亦兴北路文化园西路,38271,2001,共5层,3室2厅,39.80328,116.502085,14980.5,21,27,1,21,9,0
2265,DearVilla,大兴-亦庄 万源街,71969,2006,共2层,4室3厅,39.80328,116.502085,14980.5,21,27,1,21,9,0
2268,双榆树北里,海淀-双榆树 中关村南大街40号,95279,1985,低层(共6层),3室1厅,39.951808,116.331907,7384.8,43,9,0,22,26,1
2269,陶然北岸,宣武-陶然亭 虎坊路南口19号院,100354,2006,低层(共19层),3室2厅,39.882147,116.38607,3960.4,27,11,2,18,18,1
2270,北街家园五区,昌平-沙河 昌平区高教园区一期B1区,35595,2009,中层(共18层),2室1厅,40.221724,116.216456,37655.2,16,6,0,10,2,0
2271,华润悦景湾,门头沟-永定镇 永定西长安街沿线边上20米,34624,2016,低层(共21层),3室2厅,39.922258,116.214161,16209.9,25,13,1,15,12,0
2272,期颐百年,丰台-新发地 京开高速与京良公路交汇处西北侧,37383,2010,中层(共9层),2室1厅,39.814109,116.343489,12350.3,6,3,0,2,3,0
2273,大西洋新城F区,朝阳-望京 广顺南大街,97351,2005,低层(共6层),3室2厅,40.003081,116.486588,12061.3,23,15,6,30,49,1
2274,世茂工三,朝阳-工体 工体北路与新东路交界西北角,61538,2011,高层(共25层),1室1厅,39.936121,116.453522,4832.0,23,12,34,49,49,0
2252,领秀新硅谷,海淀-西二旗 西二旗中路六号,79900,2012,共5层,4室2厅,40.06411,116.323842,17931.5,11,12,1,7,6,0
2253,保利金泉广场,朝阳-亚运村 朝阳亚运村大屯路,69422,2008,低层(共30层),2室1厅,40.002625,116.419139,9828.5,35,14,8,46,50,1
2278,太阳公元,朝阳-太阳宫 太阳宫北街,120516,2012,高层(共29层),3室2厅,39.978136,116.451256,8094.1,22,13,7,14,21,2
2279,地铁古城家园,石景山-古城 石景山区古城公园北300米,32882,2000,高层(共24层),3室1厅,39.919821,116.19985,17418.8,48,18,4,23,19,1
2280,远见名苑,宣武-广安门 红居街,82476,2004,高层(共26层),2室1厅,39.892824,116.352995,5000.9,31,18,4,20,41,0
2282,时尚街区东区,通州-梨园 城铁梨园站云景东路66号,48507,2007,高层(共21层),2室1厅,39.877573,116.670614,23122.3,16,8,3,11,9,0
2283,Moma万万树,顺义-中央别墅区 顺义区张喜庄出口,27272,2012,共3层,6室2厅,40.099608,116.542462,23673.8,8,10,4,8,8,0
2284,陶然北岸,宣武-陶然亭 虎坊路南口19号院,97600,2004,高层(共16层),1室,39.882147,116.38607,3960.4,27,11,2,18,18,1
2285,北京新天地,朝阳-管庄 朝阳路5号院和7号院,43032,2004,高层(共28层),1室1厅,39.923162,116.612298,17787.0,17,6,2,7,7,0
2287,柏林爱乐,"朝阳-管庄 管庄路口北600米,东苇路9号",54925,2008,低层(共21层),1室,39.925585,116.594683,16303.9,38,8,5,22,11,0
2288,红庙北里,朝阳-红庙 朝阳路与金台路交汇处以北,47760,1985,中层(共7层),2室1厅,39.923784,116.487807,7213.6,42,18,3,37,47,1
2289,世界名园,房山-窦店 窦店镇京石高速窦店镇出口,14436,2008,低层(共6层),2室2厅,39.66241,116.07711,39610.3,4,7,3,5,1,0
2290,温哥华森林,昌平-北七家 北七家镇东沙各庄,29925,2000,共3层,5室2厅,40.134547,116.409802,24417.5,13,2,1,6,3,0
2295,熙湖,海淀-田村 海淀区砂石厂路与田村路交汇处的东北角,53082,2008,中层(共12层),2室2厅,39.937625,116.253301,13094.4,10,15,1,14,1,0
2296,首尔·甜城,周边-燕郊 燕顺路东侧,28488,2015,高层(共33层),2室1厅,39.998843,116.343317,10661.6,50,17,3,26,48,1
2297,梵谷水郡,朝阳-酒仙桥 驼房营南路2号,57012,2008,高层(共24层),2室1厅,39.965399,116.51387,10915.4,13,8,0,9,3,0
2298,誉天下,"顺义-中央别墅区 温榆河畔,机场杨林出口1000米",30789,2009,共4层,5室3厅,40.045717,116.549896,19125.9,5,21,0,4,0,1
2276,万恒家园,丰台-玉泉营 小屯路108号,48462,2003,高层(共6层),2室2厅,39.876418,116.261567,12886.1,5,11,0,6,4,1
2277,强佑清河新城,海淀-清河 京藏高速清河桥西侧,60283,2009,中层(共27层),3室2厅,40.08505,116.31812,20274.4,17,18,4,30,6,0
2303,新华街五里,丰台-看丹桥 新华街,50344,1990,低层(共6层),2室1厅,39.850024,116.298277,11557.6,18,10,2,17,12,1
2304,领秀新硅谷,海淀-西二旗 西二旗中路六号,92105,2012,共5层,3室1厅,40.06411,116.323842,17931.5,11,12,1,7,6,0
2311,鲁艺上河村,海淀-世纪城 蓝靛厂车道沟桥西北角,111383,2003,高层(共9层),4室2厅,39.965386,116.291111,11136.3,30,8,9,26,35,0
2313,远洋万和城,"朝阳-亚运村小营 北四环东路73号,地望和桥西北角",87108,2010,中层(共21层),4室2厅,39.998513,116.440088,9782.4,47,13,2,10,35,0
2314,幸福一村,朝阳-团结湖 工体北路,62321,2000,高层(共6层),5室2厅,39.931212,116.476695,6455.9,41,17,2,47,27,2
2315,富河园,通州-北关 顺通路305号,45612,1994,中层(共6层),2室1厅,39.995089,116.683895,25465.1,3,1,0,0,2,0
2316,长安驿,朝阳-建外大街 建华南路永安南里,61224,2007,中层(共30层),1室1厅,39.91083,116.451339,4064.0,20,6,3,17,45,1
2317,法华寺南里小区,崇文-天坛 天坛东门体育馆路法华寺南里,73333,1993,低层(共6层),2室1厅,39.89305,116.431199,3367.5,32,16,0,20,37,2
2318,卧龙小区,朝阳-亚运村 亚运村慧忠里第五大道对面大屯路南側,76106,1996,中层(共6层),3室1厅,40.006568,116.412372,10206.9,38,17,8,26,49,1
2319,名流花园,昌平-北七家 亚运村正北12公里,39877,1998,低层(共6层),2室1厅,40.133741,116.440399,24519.6,3,4,1,4,0,0
2320,安苑北里,朝阳-安慧桥 安定路,66666,1989,低层(共25层),3室1厅,39.994666,116.412786,8890.0,22,8,3,23,45,0
2321,柏林爱乐,"朝阳-管庄 管庄路口北600米,东苇路9号",53478,2010,低层(共11层),3室2厅,39.925585,116.594683,16303.9,38,8,5,22,11,0
2322,望都家园,昌平-北七家 亚运村往北12公里北七家科技园,40449,2000,中层(共6层),2室2厅,40.124366,116.43492,23428.8,2,6,2,5,5,0
2300,芙蓉里小区,海淀-中关村 芙蓉里小区,76411,1996,中层(共6层),2室1厅,39.995186,116.307404,12136.3,43,8,2,17,41,0
2302,住欣家园,朝阳-常营 朝阳北路与东纬路交界口东500米,29550,2010,高层(共26层),2室1厅,39.933995,116.58837,15863.3,16,15,0,14,8,1
2326,北京方糖,顺义-后沙峪 顺义裕民大街万科城市花园东侧,42622,2013,低层(共8层),1室1厅,40.111767,116.551449,25226.9,12,21,4,7,4,0
2327,保利中央公园,"朝阳-望京 朝阳区望京,东至东五环,南至大望京6号路(望京东路),西至望京中环路,北至大望京街",104477,2012,中层(共25层),3室2厅,40.003081,116.486588,12061.3,23,15,6,30,49,1
2328,大河庄苑,海淀-中关村 苏州街3号,99880,2005,低层(共11层),3室2厅,39.988054,116.311906,11296.5,46,12,5,23,48,1
2329,甘露园南里一区,朝阳-甘露园 朝阳路与甘露园南里交界东南,43659,2001,高层(共6层),2室1厅,39.923297,116.520282,9959.5,29,13,5,24,29,1
